Date,Post Type,Content,Like,Retweet,Reply,username,name,first_name,last_name
2022-12-26T09:56:25.000Z,text,"तपाई आफू चाहिँ सरकारमा नजाने भन्ने सञ्चाकर्मीहरुको प्रश्नमा कुरा गर्दै उनले भने, ‘म खासमा सांसदका लागि पनि योग्य मान्छे होइन, मन्त्रीको त परको कुरा भयो । परिस्थिति, बाध्यता र जिम्मेवारी अर्कै कुरा हो।",581,30.0,18.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-12-25T16:01:33.000Z,image,"सत्ताको पहिलो क्लास आज - पहिलो क्लासमै यति धेरै ज्ञान र वितृष्णा होला जस्तो लागेको थिएन। बस म त सुनिरहें। 

काँधमा लाखौं जनताको अपेक्षा र जिम्मेबारी नभइदिने हो भने म कतिखेर राजनीतिबाट पनि सन्यास लिइसक्थें होला। 

तर आफैं जलेर, कालो खरानी बने पनि, उज्यालो पार्नु छ रे ! मेरो नियति।",3.2K,166.0,183.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-12-24T16:08:45.000Z,text,Irony at the best: Oath in Madhesi riles Madhesi Commission,53,4.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-12-24T07:19:34.000Z,image,गजेन्द्र नारायण सिंह #अस्पताल #राजबिराज सुधारको पहिलो कदम - जनताको सुझाव र सहयोगबाट नै यो सम्भव हुन सक्छ। #रेफरल_सेन्टरमा सिमित हुन पुगेको अस्पताललाई जोगाऔं।  #नि:शुल्क पाउनुपर्ने #औषधी पनि अस्पतालले विरामीलाई उपलब्ध गराएन भने त्यो पनि खबर गर्नुहोला🙏,330,29.0,16.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-12-24T07:11:39.000Z,image,गजेन्द्र नारायण सिंह अस्पताल राजविराज सुधारको पहिलो कदम - जनताको सुझाव र सहयोगबाट नै यो सम्भव हुन सक्छ🙏,1.2K,101.0,57.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-12-22T13:49:16.000Z,image,"आज #सपथग्रहण गरे पश्चात् ५ वटा कुराको लागि #पहल गर्न औपचारिक पत्र काटेको छु: 
(क) साक्षरता कार्यक्रम संचालन गर्न, 
(ख) सगरमाथा अञ्चल अस्पतालको सुधारको लागि, 
(ग) राजविराजमा हवाई उडान बढाउन र नियमित गर्न, 
(घ) औद्योगिक क्षेत्रलाई सुचारू गर्न, 
(ङ) थप मलखाद उपलब्ध गराउन।
जय जनमत।",467,44.0,44.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-12-22T10:58:34.000Z,image,"मलाई मन परेको तस्वीर -  उत्पिडित र सीमान्तकृत वर्गको लागि संघर्ष सड्क, सदन र सरकार सहित तीनवटै मोर्चामा जारी रहन्छ✊",415,11.0,8.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-12-07T18:30:38.000Z,image,भेटघाटले दिएको खुशी  - नेपाली साहित्यिक क्षेत्रका दुई मुर्धन्य  हस्तीहरू खगेन्द्र संग्रौला र कुमार नगरकोटीज्युको साथमा🙏,1.5K,41.0,60.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-12-06T10:31:44.000Z,image,सम्माननीय राष्ट्रपतिज्यूसँग शिष्टाचार भेटघाट तथा देशको समसामयिक राजनीतिक निकासको विषयमा छलफल🙏,1.2K,35.0,53.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-12-02T15:05:38.000Z,text,NTV मा डा. सी. के. राउतको #रोचक अन्तर्वार्ता - एकपटक अवश्य हेर्नुहोला🙏 अहिले NTV मा राती ८:४० बजे देखि।,109,7.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-11-29T03:36:45.000Z,image,सप्तरी  - १ निर्वाचन क्षेत्रमा धाँधली भएका प्रमाणहरू। निर्वाचन आयोगले यसको छानबीन गरी पुन:निर्वाचन गराओस् अन्यथा यो परिणाम स्वीकार हुनेछैन।  ,158,20.0,8.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-11-28T01:01:53.000Z,image,रोजगारीको सम्भावना पहिल्याउन औद्योगिक क्षेत्रको अनुगमन #drckraut #action,582,21.0,33.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-11-27T12:58:37.000Z,image,"पहिला जस्तो आफ्नो सांसद्लाई कहाँ खोज्ने, कहाँ भेट्ने, कहाँ समस्या बताउने भनेर अब चिन्तित हुनुपर्दैन वा काठमाडौं गएर आफ्नो सांसद खोजिराख्नु पर्दैन । सप्तरी -२ को लागि संसदीय #जनसम्पर्क #कार्यालय, सम्पर्क नम्बर र #जनआवाज पेटिका आज राजबिराज कुनौली मोड नजिक स्थापित। #drckraut #action",1.5K,100.0,88.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-11-25T03:23:59.000Z,image,जनताको घरदैलोमा र खेतबारीमा पुगेर धन्यवाद दिँदै। सप्तरीवासीले  देखाएको माया अपार छ र  यसको प्रभाव दूरगामी छ🙏,1.3K,69.0,96.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-11-24T15:53:25.000Z,image,मधेशको राजनीतिमा नयाँ युगको शुरुवात् - डा. सी. के. राउत,673,71.0,83.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-11-21T09:07:13.000Z,image,"सप्तरी २: हर्न २४०२, छाता ७६८, साइकल ५५०",106,12.0,12.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-11-21T06:29:28.000Z,image,Saptari-2,382,27.0,46.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-11-21T05:44:35.000Z,image,मत परिणाम सप्तरी २,268,17.0,44.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-11-20T13:27:45.000Z,image,"सप्तरी-२ को #हाटी बूथमा मोटरसाइकलमा आगो लगाउनुका साथै झडप, #झल्ही बूथमा प्रतिनिधिसभाको मतपत्र  दर्जनौं मतदातालाई (आधिकारिक सूची अनुसार ३९) नदिएको तथा राती अबेरसम्म फर्जी मत खसाइएको, #फर्सैठ बूथमा प्रतिनिधिसभाको लागि रुजुगरिएभन्दा ११ मत बढी खसेको तथा माओवादी र जसपाबीच झडप ",70,15.0,4.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-11-19T13:32:56.000Z,text,"सप्तरी-२ का ६८ बूथ मध्ये  बूथ-कब्जा/लूटने #प्रबल सम्भावना: लालापट्टी, हाटी, मोहनपुर, महुवा, डढहा, बथनाहा (तैयारी नै त्यस्तै देखिएको)।
केही सम्भावना: बरही, वीरपुर, मलेठ, झलही, फर्सैठ, पिपराही, देउरी भरूवा, बोरिया।
सूची निर्वाचन कार्यालयलाई उपलब्ध गराएको छु।  ",179,34.0,11.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-11-11T00:45:19.000Z,video,"प्रहरी संरक्षणमा जसपाले  डिजे बजाएर प्रचार गर्न हुने, लाखौं झण्डा तोरण झुन्ड्याउन हुने, गाडीको लहरै लगाएर जसपाको अध्यक्ष घुम्न हुने, खसी ढालेर गाउँगाउँमा भोजभत्तेर गर्न हुने, पैसा बाँड्न हुने, तर जनमतले बाइकमा प्रचार गर्न नहुने! जनमतलाई प्रचारप्रसारमा रोक   ",146,28.0,12.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-11-10T00:22:28.000Z,video,"प्रहरी संरक्षणमा जसपाले  डिजे बजाएर प्रचार गर्न हुने, लाखौं झण्डा तोरण झुन्ड्याउन हुने, गाडीको लहरै लगाएर जसपाको अध्यक्ष घुम्न हुने, खसी ढालेर गाउँगाउँमा भोजभत्तेर गर्न हुने, पैसा बाँड्न हुने, तर जनमतले बाइकमा प्रचार गर्न नहुने! जनमतलाई प्रचारप्रसारमा रोक   ",73,12.0,7.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-10-23T07:47:19.000Z,text,मनोनयन दर्ताको क्रममा सयौंभन्दा बढी मान्छेको भीड जम्मा भयो भनेर निर्वाचन आयोगलाई मलाई स्पष्टीकरण सोध्यो। ठीक। के यहीं अरू उम्मेदबारहरूको र्‍यालीमा २५ जनाभन्दा बढी थिएन र त्यो आचारसंहिताको उल्लंघन थिएन? आयोगको पूर्वाग्रह यहींबाट स्पष्ट हुँदैन?  ,46,5.0,4.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-10-23T07:39:26.000Z,image,"आचारसंहिता प्रशासनमा पहुँच नहुने दललाई मात्रै लाग्ने हो। सबै ""ठूला"" दलले सभा गरेकै छन्, र्‍याली निकालेकै छन्, ठूला-ठूला वैनर र पर्चापम्पलेट टाँसेकै छन्, मासुभात फ्री गरेकै छन्, पैसा बाँडेकै छन्। निर्वाचन आयोग र प्रशासन उनको खल्तीको कुरा भएपछि।   ",37,5.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-08-31T08:05:19.000Z,image,बाँके जिल्लाको जानकी गाउँपालिकाको पिपरहवा चौकमा  डा. सी के राउतको समुपस्थितिमा  श्रद्धाञ्जलि सभा शुरु हुँदै। वीर शहीद  राममनोहर यादव  प्रति भावपूर्ण श्रद्धाञ्जलि 🙏 वीर शहीद राममनोहर यादव अमर रहे🙏,48,7.0,8.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-08-29T10:55:21.000Z,image,"जसपाको अनुशासन आयोगका राष्ट्रिय अध्यक्ष तथा  नेपाल सदभावना पार्टीका पूर्व राष्ट्रिय उपाध्यक्ष एवम्‌ सभासद् श्री #नरसिंह #चौधरी,   जसपाका केन्द्रीय सदस्य तथा लुम्बिनी सांस्कृतिक नगरपालिकाका पूर्व #मेयर श्री #मनमोहन #चौधरी सहित दर्जनौ नेता कार्यकर्ता #जनमत पार्टी प्रवेश ।",51,9.0,6.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-08-26T04:42:03.000Z,image,"जनमत पार्टी #समानुपातिक तर्फबाट पनि आज निर्वाचन आयोगमा १ नं. मा दर्ता। सबैलाई बधाई छ

जनमत पार्टी - जिन्दाबाद !
लाउडस्पीकर हर्न छाप - जिन्दाबाद ! 📢📢📢
#Vote4Vision #Vote4Action #NoCorruption",37,3.0,4.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-08-25T15:58:36.000Z,image,"तिलाठी कोइलाडी गाउँपालिकाका पूर्व अध्यक्ष श्री सतिश कुमार सिंहज्युको नेतृत्वमा विशाल पार्टी प्रवेश, सप्तरीको निर्वाचन क्षेत्र २(क), तिलाठी कोइलाडी। 

 📢📢📢
जनमत पार्टी - जिन्दाबाद !
लाउडस्पीकर हर्न छाप - जिन्दाबाद ! 📢📢📢
#Vote4Vision #Vote4Action 
#भ्रष्टाचारी_नहीं #भिजनरी",42,7.0,2.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-08-16T13:57:27.000Z,image,"नागरिकता विधेयक फिर्ता गरेकोमा #जनमत पार्टी द्वारा विरोध प्रदर्शन श्रावण ३१ गते, #जनकपुरधाम, धनुषा",67,8.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-08-15T11:47:18.000Z,image,"नागरिकता विधेयक फिर्ता गरेकोमा जनमत पार्टी द्वारा विरोध प्रदर्शन तथा चक्काजाम, श्रावण 30 गते, सिरहा, गोलबजार",45,5.0,4.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-08-15T11:32:58.000Z,video,"नागरिकता विधेयक फिर्ता गरेकोमा #जनमत पार्टी द्वारा विरोध प्रदर्शन तथा चक्काजाम, श्रावण 30 गते, सिरहा, गोलबजार",70,11.0,11.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-08-14T08:11:34.000Z,image,"जनमत पार्टी र पिछडावर्ग #निषाद दलित जनजाति पार्टी बीच एउटै चुनाव चिन्ह #लाउडस्पीकर हर्न 📢 छाप लिएर आगामी निर्वाचनमा जाने सहमति, विराटनगर।

चुनावी घोषणापत्रमा पिछडावर्ग निषाद दलित जनजाति पार्टीको नाम र  निषाद जातिको सूचीकरण सहितका एजेण्डा समावेश गरिने।",39,3.0,4.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-08-07T05:55:07.000Z,image,"मंसीर ४ निर्वाचनको लागि जनमत पार्टी नम्बर १ मा दर्ता ! बधाई तथा शुभकामना  सबैलाई

अब की बार - सीके सरकार
जनमत पार्टी - जिन्दाबाद !📢📢📢

#Vote4Vision #Vote4Action",72,12.0,6.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-07-16T03:05:30.000Z,text,"स्थानीय तहबाटै मतदाता नामावलीमा नाम दर्ता गराउन टोली खटाउनु पर्ने, विदेशमा रहेका योग्य मतदाताहरूले पनि दूतावासमा गएर वा अनलाइन दर्ता गराउन पाउनु पर्ने सहितका माग राखेर जनमत पार्टीले प्रदेश निर्वाचन कार्यालयमा ज्ञापन पत्र दिएको छ📢📢📢  ",46,7.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-06-22T14:01:09.000Z,image,पेट्रोलियम पदार्थमा गरिएको अप्राकृतिक मूल्य वृद्धिको विरोधमा #जनमत पार्टीद्वारा #बाँके र #रुपन्देहीदेखि #धनुषा र #मोरङ्ग जिल्लामा #बुधबार समेत प्रदर्शन जारी,60,12.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-05-17T08:07:49.000Z,image,"चार दिन भइसक्यो, मतपत्रले बच्चा दिएको होला नि त, हैन त  ? कि त मतपेटिका भित्र रूखको बीऊ उम्रियो होला!

""निर्वाचन अधिकृत देवी सुवेदीकाअनुसार ३२१५ कुल मतदाता रहेको यस वडामा २३९२ मत खसेको थियो। तर मतगणना गर्दै जाँदा ३१६३ सदर मत र ५२ बदर मत भेटिएको सुवेदीले बताए।""",52,5.0,6.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-05-14T10:29:46.000Z,text,सर्लाही हरिपूर्वा वार्ड नं. १ मा जनमत पार्टी ३ मतले विजय हासिल गरे पनि निर्वाचन अधिकृतले घोषणा गर्न नमानेको र आनाकानी गरिराखेको खबर प्राप्त भएको छ ,83,10.0,6.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-05-12T01:38:10.000Z,text,"सप्तरीको राजविराज, छिन्नमस्ता र सप्तकोशीमा हिजो  पैसा बाँड्नेलाई रङगेहात समाती प्रहरीलाई बुझाउँदा केही पर लगेर छाडिदिएको। उल्टा भिडियो बनाउने पत्रकारबाट मोबाइल समेत प्रहरीले खोसेको।सप्तरी प्रहरी र निर्वाचन अधिकृत स्पष्ट बेचिएको अनुभूति    ",37,7.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-05-12T01:25:58.000Z,image,"जिप्रका सप्तरी हो कि जसपाको शाखा कार्यालय? जनमत पार्टीका उम्मेदबारमाथि हमला हुँदा, प्रचार-प्रसार गर्न र गाउँ छिर्न समेत निषेध गर्दा ज्ञापन-पत्र समेत बुझ्न नमान्ने।मिलेमतोमा  डा. सीके राउतको २७ गतेको सम्बोधन रोकेर सो ठाउँमा मन्त्रीद्वारा सभा।   ",24,7.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-04-29T18:21:29.000Z,text,      ,21,2.0,5.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-04-24T14:43:29.000Z,text,"जनमतले गुलरियामा आफ्ना प्रमुख, उपप्रमुखसहित उम्मेदवार उठाएको हो । प्रमुखमा मुग्रे गोडिया र उपप्रमुखमा मिना यादवलाई उम्मेदवार बनाएको छ । गुलरिया नपाको १२ वडामध्ये ११ वटा वडामा अध्यक्ष पदमा मनोनयन पत्र दर्ता भएको छ ।",28,6.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-04-24T14:19:57.000Z,image,"भोलि #ताला बोकेरै जानेछौं

सत्ताधारी पार्टीको हलिया बनेर बसेका निर्वाचन अधिकृतले दर्ता प्रक्रियामा कतै आलटाल, पक्षपात र विभेद गर्यो भने त्यहीबाट #तालाबन्दी शुरु हुनेछ।

त्यतिले पुगेन भने जनताले #जनकारबाही पनि गर्नेछन्।

निष्पक्ष निर्वाचन गर - नभए कुनै निर्वाचन हुँदैन ",53,11.0,5.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-04-24T14:13:11.000Z,image,निर्वाचन आयोग र  निर्वाचन अधिकृतहरूको पक्षपाती प्रक्रिया तथा विभेद बारे   ,34,6.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-04-24T11:55:47.000Z,image,दुई दिन मध्ये कुनै दिन उम्मेदबार दर्ता गराउन सक्ने सूचना जारी हुँदाहुँदै पनि धेरै ठाउँमा १० बजे पुग्दा पनि निर्वाचन अधिकृतहरूले जनमत पार्टीको उम्मेदबारको दर्ता गर्न मानेनन् र भोलि आउन भने। #षड्यन्त्र ,46,12.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-03-04T06:06:51.000Z,image,"मेरी आंखों में सावन घोल दिया... 

स्वामी आनन्द अरुणजी की सानिध्यता में बिताए गए हर पल अनमोल है, अविस्मरणीय है, रोमांचक है। अपने स्नेह की धारा बहाने की कृपा जो उन्होंने हम पर की है, उससे हम धन्य हो गये हैं।  

ओशो जेतवन, लुम्बिनी
२०७८ फाल्गुण १९",47,3.0,2.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-03-04T02:25:04.000Z,image,"किसान आन्दोलन अन्तर्गत आज फाल्गुन २० गते जिल्ला निर्वाचन कार्यालयहरूमा शान्तिपूर्ण धर्ना । किसानको माग पूरा गर्ने तत्परता देखाऔं, अनि मात्र निर्वाचन गरौं। 

किसान आन्दोलन - जिन्दाबाद",55,10.0,2.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-03-03T14:04:47.000Z,image,"जनमत पार्टीद्वारा निर्वाचन केन्द्रित प्रशिक्षण तथा भेटघाट कार्यक्रम, रुपन्देही, फाल्गुण 19 गते।

अब की बार - जनमत की सरकार📢📢📢",38,5.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-03-02T12:49:11.000Z,image,"जनमत सभा, कपिलवस्तु महाराजगञ्ज 📢📢📢",36,4.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-27T07:18:42.000Z,image,"जितेपछि आफू  गाउँ नजाने, अनि हामी गाउँगाउँ पुग्दा र जनलहर उठ्दा बर्दियाका छोटेराजामा त्रास फैलिनु स्वभाविक। प्रहरी प्रशासनको दुरुपयोग। निर्वाचन आचारसंहिता लागू भएको छैन, प्रचार गर्न पाइँदैन ! भनेर प्रहरीद्वारा जनमत माटो यात्रा रोक्ने प्रयास।    ",50,5.0,4.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-26T17:05:22.000Z,image,बर्दिया जिल्लामा जनमत माटो यात्राको दोस्रो दिन 📢📢📢,46,7.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-25T10:33:23.000Z,image,"बर्दियामा जनमत माटो यात्राको उद्घाटन कार्यक्रम, फाल्गुन १३।",46,5.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-22T03:54:26.000Z,image,"फाल्गुन १० गते किसान आन्दोलनको कार्यक्रम अन्तर्गत जिल्ला निर्वाचन कार्यालयमा ज्ञापन-पत्र दिइने। माग पूरा गर्ने तत्परता देखाऊ, अनि निर्वाचन गर। 

पहल नभए फाल्गुन २० गतेदेखि स्थानीय/जिल्ला निर्वाचन कार्यालयमा तालाबन्दी गरिने।

   ",26,2.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-19T11:40:00.000Z,image,जनमत माटो यात्राको दोस्रो चरण आज  फाल्गुन 7 गते  बाँकेको जानकी गाउँपालिकाबाट सुरु🙏🙏🙏,45,7.0,2.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-19T03:55:45.000Z,text,"एउटा पर्चा फेला पर्यो वा 'डा. सीके राउतलाई रिहा गर' लेखेको प्लाकार्ड फेला पर्यो भनेर सैकडौंमाथि मुद्दा दर्ता गरी #जन्मकैद माग्ने कुन प्रजातन्त्र?  खसतन्त्र गएपछि जब इतिहास पढनेछन्, अनि मान्छे जिब्रो टोक्दै भन्नेछन् - बाबै त्यस्तो राणाकालभन्दा पनि खत्तम र क्रूर थियो है ! (3/3)",39,6.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-17T10:45:18.000Z,image,स्थानिय निर्वाचन २०७९ मा भाग लिनका लागि जनमत पार्टीले निर्वाचन आयोगमा आज दल दर्ता गराएको छ📢📢📢,66,6.0,6.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-16T12:00:22.000Z,image,"संसद् खुलेको छ - माननीय सांसद्हरूले विधेयक ल्याएर किसान आन्दोलनको मुद्दा सम्बोधन गर्ने तत्परता देखाऊन्। अन्यथा सांसद्हरू समेतको कार्यक्रम अवरूद्ध गर्न वाध्य हुनेछौं - मन्त्रीज्यूहरू त यता देखिनै छाड्नुभयो।

किसान आन्दोलन - जिन्दाबाद !",41,6.0,2.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-15T03:31:41.000Z,video,"किसान आन्दोलन जारी छ - र माग पूरा नभएसम्म जारी रहनेछ। किसान आन्दोलन सम्बन्धी जानकारी यो ठाउँमा उपलब्ध हुनेछ: 


#nepalfarmersmovement",36,6.0,2.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-13T13:45:33.000Z,image,२०७८ फाल्गुन १ गते: किसान आन्दोलनका थप कार्यक्रमहरू✊✊✊,46,6.0,6.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-13T13:35:46.000Z,image,"किसान आन्दोलनको क्रममा राज्यबाट भएको दमनको विषयमा राष्ट्रिय मानव अधिकार आयोगलाई जानकारी दिँदै। आज: आयोगका माननीय सदस्य मिहिर ठाकुर, प्रवक्ता डा. टीकाराम पोखरेल सहितलाई। केही समय अगाडि: आयोगको जनकपुर शाखाका निर्देशक वीर बहादुर बुढामगर सहितका मानवअधिकारकर्मीहरूलाई जानकारी दिँदै।",42,6.0,2.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-11T10:04:29.000Z,image,"माननीय गृहमन्त्री बालकृष्ण खाँणज्यूसँग उच्च स्तरीय समिति गठन सहित किसान आन्दोलनको मुद्दाको सम्बोधनको विषयमा छलफल गर्नुहुँदै जनमत पार्टीका उपाध्यक्ष श्री नरेन्द्र चौधरी र महासचिव श्री चन्दन सिंह।

किसान आन्दोलन - जिन्दाबाद !",58,6.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-09T17:59:40.000Z,image,"'भूमिहिनलाई लालपुर्जा बितरण गर्नु स्वागतयोग्य छ, कार्यक्रममा कुनै हस्तक्षेप छैन,' एक आन्दोलनकारीले भने 'करिब डेढ महिनादेखि हाम्रो आन्दोलन जारी रहे पनि सरकार नसुनेकोले हामी मन्त्री आउने कार्यक्रममा विरोध स्वरुप पुतला दहन तथा कालो झण्डा प्रदर्शन गरेका छौं'",27,3.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-09T17:59:24.000Z,text,"'भूमिहिनलाई लालपुर्जा बितरण गर्नु स्वागतयोग्य छ, कार्यक्रममा कुनै हस्तक्षेप छैन,' एक आन्दोलनकारीले भने 'करिब डेढ महिनादेखि हाम्रो आन्दोलन जारी रहे पनि सरकार नसुनेकोले हामी मन्त्री आउने कार्यक्रममा विरोध स्वरुप पुतला दहन तथा कालो झण्डा प्रदर्शन गरेका छौं' ",18,1.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-09T17:52:17.000Z,image,"‘हाम्रो पार्टीको झण्डामा अष्टदल छ । जनमत पार्टी सम्यक् क्रान्ति अनुसार अगाडि बढ्छ । सम्यक क्रान्तिमा आठवटा आयाम छ ।’ उनले भने,‘राजनीतिक, आर्थिक, सामाजिक,  सांस्कृतिक, शैक्षिक, वैचारिक, वातावरणीय,  आध्यात्मिक लगायतको क्रान्ति हुनेछ ।’  @पत्रकार सम्मेलन, माघ २६",52,8.0,5.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-03T03:29:56.000Z,image,"भैंसी र कृषिमन्त्रीमा केही फरक त हुनु पर्छ !
",50,4.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-03T02:25:57.000Z,image,"आज माघ २० देखि लोकमार्ग दिवाकालीन् बन्द - किसान आन्दोलन जिन्दाबाद !

किसानको माग पूरा गर!!📢📢📢",40,6.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-02T16:25:14.000Z,text,किसान आन्दोलनबारे केही टिप्पणीहरूको जवाब,16,2.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-02T13:33:27.000Z,image,"माघ १९ गते झापादेखि बर्दियासम्म किसान आन्दोलनको मशाल जुलुस। माघ २० गतेदेखि हाएवे बन्द गरिने। सबै जिल्लाको अपडेट हेर्न  

किसान आन्दोलन - जिन्दाबाद !",44,2.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-02-02T02:41:20.000Z,image,"माघ १९ गते: किसान आन्दोलन अन्तर्गत #मशाल जुलुस, माघ २० गतेदेखि #हाइवे_बन्द
किसान आन्दोलन - जिन्दाबाद !📢📢📢",34,2.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-31T12:40:52.000Z,image,"कोशी गाउँपालिकामा भएको भ्रष्टाचारको विरोध गर्दा गाउँपालिका अध्यक्षद्वारा कुटपीट र प्रहरी बोलाएर पक्राऊ ।

कोशी गाउँपालिकाको भ्रष्टाचारसम्बन्धी विवाद के हो ?

 ",22,4.0,2.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-26T07:00:14.000Z,video,"प्रहरी वर्दीको दम्भ। जनकपुर, माघ १२ गते। किसान आन्दोलन - जिन्दाबाद !     ",61,10.0,13.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-26T02:19:57.000Z,image,"पहिला खाद देऊ, अनि भोट खसाऊ

स्थानीय निर्वाचन घोषणा गर
अनि राष्ट्रिय सभा निर्वाचन गर

संविधान र लोकतन्त्र मास्न पाइँदैन",41,5.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-26T00:45:48.000Z,image,"मधेश विगत एक महिनादेखि आन्दोलित छ। किसानहरू चिसोमा हरेक दिन आफ्ना माग राखेर आन्दोलन गर्न सडकमा उत्रिन्छन्। तर त्यो चाहिँ तीनै तहको सरकारले नदेख्ने अनि मधेशमा आएर निर्वाचन गराउने? काठमाडौंमा बोलाएर निर्वाचन गर्न लगाउनुस्, हामीलाई मतलब छैन, तर मधेश आन्दोलित छ।",62,5.0,8.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-24T08:33:05.000Z,image,किसान आन्दोलन - जिन्दाबाद !,75,7.0,5.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-23T03:22:05.000Z,image,कालो झंडा बरदाश्त गर्न नसक्ने फोरम/जसपाले आन्दोलनको नाममा के-के गरेका थिए ?,66,11.0,2.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-23T02:40:47.000Z,image,"किसान आन्दोलनमा  #बाल्टिन_जुलुस।  सिंचाईको व्यवस्था गर, नसके कृषि बिजुली नि:शुल्क गर। सबै जिल्लाको आन्दोलन अपडेट हेर्न:  

किसान आन्दोलन - जिन्दाबाद !",51,4.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
